max_len,embedding_input,embedding_dim,epochs,batch_size,hidden_neuron,lr,dropout,optimizer,losses,last_activation,loss,acc,precision,recall,f1score,val_loss,val_acc,val_precision,val_recall,val_f1score
11,onehot,0,22,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.28349828523388654,0.8775811,0.87767774,0.87794983,0.87770313,0.3527905344963074,0.7938988208770752,0.7944303154945374,0.793154776096344,0.7937499284744263
11,onehot,0,23,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2711134347048173,0.8830199,0.882559,0.8840339,0.88317186,0.3558468222618103,0.7983630895614624,0.798115074634552,0.7991071343421936,0.7985818982124329
11,onehot,0,24,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2615250760076738,0.88873523,0.88888,0.8890118,0.8888229,0.35050109028816223,0.8236607313156128,0.822585940361023,0.8258928656578064,0.8241422772407532
11,onehot,0,25,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2504049543563309,0.89463496,0.8947996,0.8947271,0.89462227,0.19342118501663208,0.7998511791229248,0.7992724180221558,0.800595223903656,0.7998949885368347
11,onehot,0,26,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2367792440307736,0.9003503,0.8995412,0.90173304,0.900503,0.40911945700645447,0.7976190447807312,0.7976190447807312,0.7976190447807312,0.7976189851760864
11,onehot,0,27,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.23138150313160324,0.9026549,0.90269005,0.9026549,0.90259403,0.38277173042297363,0.8020833134651184,0.8020833134651184,0.8020833134651184,0.8020832538604736
11,onehot,0,28,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.22375521684892388,0.90864676,0.9083878,0.90929204,0.90873873,0.5675643086433411,0.7998511791229248,0.8005480170249939,0.7991071343421936,0.7996965050697327
11,onehot,0,29,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.2067278556142464,0.913809,0.914346,0.9131637,0.9136986,0.5216025710105896,0.816220223903656,0.8167517781257629,0.8154761791229248,0.8160713911056519
11,onehot,0,30,8,64,0.001,0.4,<class 'keras.optimizers.Adam'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.20287676059206877,0.91933995,0.91985077,0.91887903,0.91931564,0.4873703122138977,0.793154776096344,0.793154776096344,0.793154776096344,0.793154776096344
11,onehot,0,1,64,32,0.005,0.1,<class 'keras.optimizers.RMSprop'>,<function binary_crossentropy at 0x7fa162292598>,sigmoid,0.5942469122154372,0.68359375,0.6863809,0.6765253,0.68119,0.5489320755004883,0.7164062261581421,0.7216591238975525,0.7046874761581421,0.7130037546157837
